review,rating,date,bank,source
The best bank in 🇪🇹,5,2025-10-23,BOA,google_play
its good,5,2025-10-22,BOA,google_play
the worst app in my financial experience.,1,2025-10-22,BOA,google_play
good for mb appliciation,5,2025-10-21,BOA,google_play
the worst bank ever. slow don't accept dual sim. they are very stupid and greedy,1,2025-10-20,BOA,google_play
try to easy network,4,2025-10-17,BOA,google_play
hussen hassen umer,5,2025-10-16,BOA,google_play
"The app is not suitable and lacks a good UI design. As a large bank, you must update your app with a professional UI that is fast and appropriate.",2,2025-10-16,BOA,google_play
an exceptional banking app.,5,2025-10-16,BOA,google_play
alhamdulilah,5,2025-10-11,BOA,google_play
poor,5,2025-10-11,BOA,google_play
Best of best,5,2025-10-09,BOA,google_play
from the last week updates the app is not working Please check the problems,1,2025-10-08,BOA,google_play
It's always crushing,1,2025-10-08,BOA,google_play
office branches have to improve their services please,4,2025-10-07,BOA,google_play
♥️♥️,5,2025-10-05,BOA,google_play
Why does it keep crashing? I can't even use this. BOA should do better. You have many customers and how to deal with this. I can't send money now.,1,2025-10-05,BOA,google_play
it needs a timely update,5,2025-10-03,BOA,google_play
"It does not show the name of the person who sent the money to request a receipt. This has become very difficult for us. When different people transfer the same amount to me from different banks, it is very difficult to identify the account or the name of the sender.",3,2025-10-01,BOA,google_play
Like,5,2025-10-01,BOA,google_play
I can't type my otp on it.,1,2025-10-01,BOA,google_play
"most of bank apps in Ethiopia are linked with ethiopian phone number, I live in US permanently so when I open BoA account, I told them where I live and to link it with email address instead of phone # as ethio phone number is not working where I live, unfortunetly my fear appeared and now when I change my phone device, it send the code to the ethio number which is not with me now. so please when u develop bank apps consider the diaspora community to use ur apps",1,2025-10-01,BOA,google_play
jaajja,4,2025-09-30,BOA,google_play
I love this bank the best experience ever.,5,2025-09-28,BOA,google_play
"Nothing has been improved, it doesn't work like the previous version.",1,2025-09-25,BOA,google_play
easy and fast,5,2025-09-24,BOA,google_play
Great,5,2025-09-20,BOA,google_play
mobile banking,5,2025-09-19,BOA,google_play
😎,5,2025-09-18,BOA,google_play
"need alot of connection, chooses device, very lug even when there is connection",1,2025-09-17,BOA,google_play
On my ios it's perfect but on android it barley works and don't transfer and after a while it crushed and totally stopped working. Please fix the issue my beloved bank of abyssinia.,1,2025-09-15,BOA,google_play
since the last update i can open the app crashes a lot and omg its being very slow opening and loading,2,2025-09-15,BOA,google_play
none,5,2025-09-14,BOA,google_play
very good app i ever used,5,2025-09-12,BOA,google_play
its nice app especially the transaction limit is extended but We face that BoA m.banking app doesn't respond at the activation stage strictly at SMSNG mobile phone. please try this to make safe.,4,2025-09-11,BOA,google_play
zedo,5,2025-09-11,BOA,google_play
please open my mobile app,5,2025-09-10,BOA,google_play
it doesn't open,1,2025-09-10,BOA,google_play
masha alla,5,2025-09-08,BOA,google_play
Best banking transaction application in Ethiopia !,5,2025-09-05,BOA,google_play
السلام عليكم ورحمة الله وبركاته ماشاء الله تبارك الرحمن هذا التطبيق ممتاز جدا,5,2025-09-04,BOA,google_play
tamaam kamal,1,2025-09-04,BOA,google_play
በጣም ሐሪፍ,5,2025-09-03,BOA,google_play
great 👍,5,2025-09-02,BOA,google_play
absiniya banki,5,2025-08-29,BOA,google_play
has issue after installation and i think it doesn't work with tecno common 30,1,2025-08-26,BOA,google_play
One of the best in this business,5,2025-08-25,BOA,google_play
Excellent,5,2025-08-20,BOA,google_play
besat🥰,5,2025-08-19,BOA,google_play
unlimited experience,5,2025-08-18,BOA,google_play
"as bank, u should at least hire someone good at their job bc this a joke nowadays I can't even log in or even transfer without it crashing if u fix the app I will update this review I am counting on u boa update: so they atleast fixed it but as suggestion can u put password when in final step of sending money it will feel more secure that way",4,2025-08-17,BOA,google_play
very nice mobile banking app my favourite,5,2025-08-16,BOA,google_play
"it almost never boots up!!! and even if it did, it crashes immediately",1,2025-08-15,BOA,google_play
best apps,5,2025-08-15,BOA,google_play
the worst app ever to exist in a bank history,1,2025-08-15,BOA,google_play
thank you,5,2025-08-14,BOA,google_play
Best mobile app in the country,5,2025-08-14,BOA,google_play
not fast,2,2025-08-12,BOA,google_play
keeps freezing at the front page.,1,2025-08-10,BOA,google_play
it is not working on redminote 11 pro+ pls fix it,1,2025-08-08,BOA,google_play
abseniya bank app,5,2025-08-08,BOA,google_play
yes goode app,5,2025-08-03,BOA,google_play
Great App,5,2025-08-02,BOA,google_play
1) Crashes repeatedly 2) Takes Century to Boot 3) Repeatedly requires Update which is very annoying. 4) It doesn't ask for Password for one step confirmation when transferring money. 5) Automatically stops music when the app is launched (it doesn't really matter just fyi) Overall this have to be the worst mobile banking app I have tried so far and should not be released with all these bugs & issues.,1,2025-08-02,BOA,google_play
ረጀብነሱ,1,2025-07-31,BOA,google_play
The Worst Mobile Banking App.,1,2025-07-31,BOA,google_play
giod,5,2025-07-30,BOA,google_play
best bank in ethiopia,5,2025-07-29,BOA,google_play
waqayyoo,5,2025-07-28,BOA,google_play
please is not working,2,2025-07-27,BOA,google_play
nothing when I need to install the Apk it say that re-up date,5,2025-07-25,BOA,google_play
I can log in from any where,5,2025-07-23,BOA,google_play
😇,3,2025-07-21,BOA,google_play
no proplem,5,2025-07-20,BOA,google_play
👍👍👍,5,2025-07-20,BOA,google_play
excellent app,5,2025-07-18,BOA,google_play
good work,5,2025-07-15,BOA,google_play
☹️,5,2025-07-15,BOA,google_play
excellent,5,2025-07-14,BOA,google_play
Great BoA,5,2025-07-14,BOA,google_play
Good,5,2025-07-14,BOA,google_play
Okay,4,2025-07-13,BOA,google_play
not working,1,2025-07-12,BOA,google_play
This App is Getting worse and worse with every update,2,2025-07-11,BOA,google_play
ምርጥ ነው,1,2025-07-10,BOA,google_play
nice,5,2025-07-10,BOA,google_play
meku,5,2025-07-07,BOA,google_play
awasome app go a head,5,2025-07-04,BOA,google_play
it sucks as hell. it crashes most of the time and takes a long time to load .,1,2025-07-03,BOA,google_play
"The App is nice and easy to use but after some time it crushed and said ""Error check your device connectivity"" please fix it",3,2025-07-02,BOA,google_play
Easy and very nice app to load more than the previouse but in recent time some loading problem detected.,5,2025-07-01,BOA,google_play
wow,5,2025-07-01,BOA,google_play
"The worst MBA I have experienced, The app crush frequently and they take to long to fix the problem even more than a week.",1,2025-06-27,BOA,google_play
amazing Banks App👌👌,3,2025-06-25,BOA,google_play
good App fore me,5,2025-06-25,BOA,google_play
"very uninterested it's not working when the ""developer mode on"" i haven't off the developer options i preferred to uninstall your app .....",1,2025-06-24,BOA,google_play
fantastic,5,2025-06-22,BOA,google_play
👍,4,2025-06-21,BOA,google_play
it's nice to use.,5,2025-06-21,BOA,google_play
app doesn't start,1,2025-06-21,BOA,google_play
Excellent application,5,2025-06-18,BOA,google_play
its very bad app its very slow,1,2025-06-17,BOA,google_play
ብዙዬ ሺዋየ በለጠ,1,2025-06-15,BOA,google_play
Good job!,5,2025-06-13,BOA,google_play
best financial app.,5,2025-06-12,BOA,google_play
ቆንጆ ነው በርቱ,5,2025-06-11,BOA,google_play
the worst app humans ever created,1,2025-06-09,BOA,google_play
it's not working,3,2025-06-05,BOA,google_play
"Hello, I’m facing a problem with the BOA Mobile app. Every time I enter my phone number and password, the app crashes and shows an error that says “BoaMobile closed because this app has a bug.” I tried updating, reinstalling, and clearing cache, but nothing worked. Please fix this bug in the next update. I really need access to my account. Thank you.",1,2025-06-03,BOA,google_play
exceptional,5,2025-06-03,BOA,google_play
BoA Mobile good bank,5,2025-06-02,BOA,google_play
this is worest app 24/7 loading,1,2025-06-01,BOA,google_play
BoA system is confartable,5,2025-06-01,BOA,google_play
"this app, for me , is a waste of time. It doesn't work . I can't even long in, and it really piss me off. FIX THE PROBLEM",1,2025-05-27,BOA,google_play
Good service.,3,2025-05-25,BOA,google_play
the app crush frequently,1,2025-05-24,BOA,google_play
You guys keeps getting worst,1,2025-05-22,BOA,google_play
"This app is a joke. It crashes more than it works, takes forever to load, and half the features are just decorative at this point. Can’t log in, can’t transfer money, can’t even check my balance without it bugging out. To the developer: Are you actually trying to make this work, or is this some kind of social experiment to test our patience? Did you build this in your sleep? Because it definitely looks like it. If this is your idea of a functional app, maybe consider a different career path🙏",1,2025-05-21,BOA,google_play
BoA,2,2025-05-20,BOA,google_play
but not opening on android,4,2025-05-19,BOA,google_play
Worst App ever. Totally unreliable. And it didn't work at all for the last 4 months.,1,2025-05-18,BOA,google_play
amazing,5,2025-05-18,BOA,google_play
"this app does no work on Samsung a51, it just gives a preview of the logo",1,2025-05-11,BOA,google_play
"i entered incorrect security question by mistake boa app lock pin forever, why is there no other options? ?? i contacted different branchs more then 4times but they didn't able to solve this issue .",5,2025-05-10,BOA,google_play
liking this application good 👍,5,2025-05-07,BOA,google_play
"This app future is good, but there is problems with apps to reset and activate it, which is difficult even to the branch staffs, and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and OTP sent not work",1,2025-05-06,BOA,google_play
it's really good 👍,5,2025-04-23,BOA,google_play
Bad app . it stuck when you open and noting WORKS.,1,2025-04-23,BOA,google_play
"the app isn't working after it asked me the password it starts loading, but it doesn't open",3,2025-04-20,BOA,google_play
Best,2,2025-04-19,BOA,google_play
It keeps showing this pop up to turn off developer options even tho it's off! I had to turn on and then off to make it work! This is a horrible experience and needs a fix asap! Plus kinda slow.,1,2025-04-19,BOA,google_play
yideg,1,2025-04-18,BOA,google_play
great boa,5,2025-04-10,BOA,google_play
boa of mobile backing,5,2025-04-09,BOA,google_play
faster bank of Abissinya,5,2025-04-08,BOA,google_play
i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,1,2025-04-08,BOA,google_play
it just doesn't work...so frustrating,1,2025-04-07,BOA,google_play
like,5,2025-04-06,BOA,google_play
it's not work correctly... you must have update it,1,2025-04-06,BOA,google_play
"the app gets a considerable improvements like language , QR scanner and unlimited transfers survice. but BOA Please do alot on its fastness and convenient when we login and making a transactions.",5,2025-04-04,BOA,google_play
after i typed in my password it says successfully logged out ...and goes back to the first page,2,2025-04-04,BOA,google_play
good but they don't update enough don't add new things,3,2025-04-04,BOA,google_play
it doesn't work period z slowest mobile banking ever i would rather use *815#,1,2025-04-01,BOA,google_play
"after activated the application it not allowed to sign , automatically it is turn off In my phone, why ?",1,2025-03-31,BOA,google_play
good application,5,2025-03-30,BOA,google_play
this version is not working for me I cannot even buy card. I cannot send money,1,2025-03-30,BOA,google_play
"It can't actively on initialization, it says incorrect OTP getting the exact OTP",1,2025-03-29,BOA,google_play
always problematic hardly works,1,2025-03-26,BOA,google_play
considering the fact the bank is huge this app really bad you could do better,1,2025-03-25,BOA,google_play
"worst app and Bank ever u be ashamed, scammer",1,2025-03-24,BOA,google_play
great BoA,5,2025-03-22,BOA,google_play
best,5,2025-03-21,BOA,google_play
i have went to the bank so many times because i couldn't make any transaction i can only see my balance nothing else so what is the point of having mobile banking if i can't make any transaction with it please work in that,1,2025-03-21,BOA,google_play
there is no speed,1,2025-03-19,BOA,google_play
"For anyone who wants to download it, just don't!!!",1,2025-03-19,BOA,google_play
wonderful,5,2025-03-19,BOA,google_play
all worck,5,2025-03-19,BOA,google_play
Loved it,5,2025-03-14,BOA,google_play
Wow,1,2025-03-14,BOA,google_play
"Edit: New bug, app not letting me type in my otp codes. Shameful Why does this app not allow me to use it while having developer options on? Did y'all consider that I might, perhaps, be an actual developer? Why am I expected to toggle the option on and off just to bank (restarting my phone when I do)? Why is the message labled as somthing that will ""smoothen"" the experience? This is like the most ""security consultant"" thing to implement in an app. Please invest in actual security, not this mess.",1,2025-03-12,BOA,google_play
Improved to be the best,5,2025-03-11,BOA,google_play
"Decent, but there problems sometimes it says error When i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we can't transfer money to others telebirr acc we only can to our self BOE Dev fix this !!!",3,2025-03-11,BOA,google_play
BoA Greqt Ethiopian bank.,5,2025-03-11,BOA,google_play
"The bug is still there,the app crashes every time i try to log in, especially in old phones like my Galaxy A32",1,2025-03-10,BOA,google_play
Almost better compared to cbe where it is not qualified for,4,2025-03-09,BOA,google_play
what awesome apps. it is very simple to use and more much important apps.,5,2025-03-09,BOA,google_play
Wonderfull app,5,2025-03-08,BOA,google_play
i can't use this app why?,5,2025-03-07,BOA,google_play
Worst mobile banking app I ever experienced I was blaming other apps but comparing with this they're too much better!!!! It clashes it takes much longer time to login while loading in short it's a complete of trash,1,2025-03-06,BOA,google_play
bro the worst app made by human kind!! as a software engineer it make me so sad seeing enterprise as big as BOA make apps like this. it is a disgrace for our country!!,1,2025-03-05,BOA,google_play
AGA B Girja Miss language of admin Afaan oromo & other Itoophiyaa languages,1,2025-03-04,BOA,google_play
Good app,5,2025-03-03,BOA,google_play
"I downloaded the app for the first time while reading other customers reviews and as soon as i installed and opened the app it closes back automatically, what unserious bank, now i uninstalled the app immediately",1,2025-03-03,BOA,google_play
It has good features but sometimes it doesn't work...0,1,2025-03-02,BOA,google_play
Very poor proformance,1,2025-03-01,BOA,google_play
It's not opening. Really frustrating,1,2025-03-01,BOA,google_play
Verry Amazing App from all IB,5,2025-03-01,BOA,google_play
Not working on this days,1,2025-02-26,BOA,google_play
Thank you BoA,5,2025-02-23,BOA,google_play
best banking app in the wworld,5,2025-02-22,BOA,google_play
Nice app and it's easy to use,5,2025-02-21,BOA,google_play
"please add language in the apps setting(amharic afan oromo, tigniya,and others) sometimes bank to bank transfer is not available through time and even if if it is available not reachable…it is serious issue!",1,2025-02-15,BOA,google_play
This is help full i like ittttt,5,2025-02-14,BOA,google_play
The is not functional at all?,2,2025-02-12,BOA,google_play
Best bank,5,2025-02-08,BOA,google_play
Make it easy and convienient to use and perfect for all to high prefrence and choice.,3,2025-02-07,BOA,google_play
🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹👍👍👍👍👍👍👍,5,2025-02-04,BOA,google_play
I have been using this app for two years.It is amazing.,5,2025-02-01,BOA,google_play
Good 👍,5,2025-01-31,BOA,google_play
Sad experience,1,2025-01-30,BOA,google_play
Always do update and that is annoying,3,2025-01-27,BOA,google_play
"Best app, somehow waiting a few minutes",5,2025-01-23,BOA,google_play
I can't dijitalize my atm in the apollo app on my phone,1,2025-01-22,BOA,google_play
Whenever I try to sign in app close please fixed it out,2,2025-01-21,BOA,google_play
Beter,5,2025-01-21,BOA,google_play
Boa,4,2025-01-18,BOA,google_play
በጣም የሚያስጠላ አፕ በጣም የወረደ ዜሮ ነው የምሰጠው ዘሮ It's not App it's very slow ehhhh. Why don't you upgrade the app???? It's always zero,1,2025-01-18,BOA,google_play
Aadan Axmed Barkhadle,5,2025-01-17,BOA,google_play
😡😡😡🤬🤬🤬,1,2025-01-16,BOA,google_play
Horrible customer service and app crashes Horrible!!,1,2025-01-15,BOA,google_play
I love it,5,2025-01-14,BOA,google_play
It keeps asking me to turn off developer mode even when dev mode is off. Couldn't use it.,1,2025-01-13,BOA,google_play
Good🙏,5,2025-01-12,BOA,google_play
Like to much,5,2025-01-11,BOA,google_play
Thank you,5,2025-01-10,BOA,google_play
Perfect,5,2025-01-09,BOA,google_play
The best of best,5,2025-01-09,BOA,google_play
I was using this app for long time it amazing user friendly UI but the i can't found for get pin button in the app,3,2025-01-07,BOA,google_play
Great 👍,5,2025-01-04,BOA,google_play
Fast and suitable for the customers.,5,2025-01-04,BOA,google_play
Good app and helpful,5,2025-01-03,BOA,google_play
"I will give only one star, because it faced with multiple of problems. 1. The app is not as fast as the other banks App, for e.g like CBE 2. The App asks repeatedly to switch off developer options, even if it is switched off. 3. Bank of Abyssinia's services are interesting, but they ignored the issues on the App service. 4. Most customers gave a complain on the App, but no one accept their complain to fix the issue. 5. Lastly, I will not recommend the App unless the issue has been solved ASAP!!",1,2025-01-03,BOA,google_play
By assessing this you can tell Abyssinia bank has no idea what mobile banking is ?,1,2025-01-02,BOA,google_play
It doesn't work at all.,2,2025-01-02,BOA,google_play
this app is not available,1,2025-01-02,BOA,google_play
Wow what amazing,5,2024-12-30,BOA,google_play
love it,5,2024-12-30,BOA,google_play
በጣም መሻሻል አለበት....... ለ ባንኩ ማይመጥን መተግበርያ ነው ::,2,2024-12-30,BOA,google_play
Lemn embi yilal??,5,2024-12-30,BOA,google_play
It's useless app downgraded.,1,2024-12-29,BOA,google_play
Why is not letting me access my account. The whole point of this app is for me to gey access to my account without physically being at the bank. I would give it a zero but a one will suffice to get my point accross.,1,2024-12-27,BOA,google_play
Nice,5,2024-12-26,BOA,google_play
When are you going to get rid of this and have a real app that works? By far the worst mobile banking app.,1,2024-12-24,BOA,google_play
አይሰራም ሼም ነው፤,1,2024-12-23,BOA,google_play
Not that much bad,3,2024-12-22,BOA,google_play
Fine,5,2024-12-21,BOA,google_play
The dirtiest application ever seen...,1,2024-12-20,BOA,google_play
Nic ap,5,2024-12-19,BOA,google_play
The forest app ever,1,2024-12-19,BOA,google_play
"I love BoA more than anyone but they are cursed when it comed to mobile banking. Even though this ine is hetter it still s*cks! It will ask me to turn off developer options other wise it won't work! I use CBE, Awash birr, tekebirr, Dashen bank and others but non of them asked me this, why only BoA? Please improve your mobile banking, be competitive!",1,2024-12-19,BOA,google_play
Bank of abissena,1,2024-12-17,BOA,google_play
"Easy and sooo simple to use it, also its easy to stole someones money using the app",3,2024-12-16,BOA,google_play
GOOD,5,2024-12-15,BOA,google_play
The worst banking app ever. Never works!,1,2024-12-14,BOA,google_play
Poorly functioning app,3,2024-12-13,BOA,google_play
Very nice,5,2024-12-13,BOA,google_play
Your system is the worst you should do better😡😡😡😡😡😡,2,2024-12-11,BOA,google_play
It has been a while since you guys started giving the mobile app service but still couldn't get it to work. I'm sure you know that it doesn't work already but not sure if you're lazy or incompetent to fix it. You are losing business because of this. Complacency will have consequences.,1,2024-12-10,BOA,google_play
"This is the best app; many features are awesome, but it should work without the need to turn off the developer options. I'm tired of having to constantly switch the developer options off and on. I've been expressing my struggles about this. I have precious settings enabled in the developer options, and to open the App Boa app, I have to turn them off. Please help us, Abyssinia Bank. I hope you can provide an update soon.",4,2024-12-08,BOA,google_play
"I’m giving this app one star because there are no options below that. My experience has been incredibly frustrating due to the extremely long loading times, and the app even closes automatically at times. People choose mobile banking for its convenience, but this app is far too time-consuming, making it the worst I’ve used. I hope improvements are made to enhance the user experience.",1,2024-12-07,BOA,google_play
Very unprofessional and mischievous bank in my opinion. I have had several occasions but recently I used Abyssinia Card to withdraw money and it was deducted from my account but despite reporting several times they said they are processing it but I learned yesterday that since it has been 3 months the bank has decided to include it in their income. How absurd. If you can avoid this bank.,1,2024-12-06,BOA,google_play
It doesn't work on my 2 devices A05 and A34 😡,1,2024-12-02,BOA,google_play
My attention is very important because it will be the most difficult time for me,5,2024-11-30,BOA,google_play
"I have a worst experience while using this mobile application through out the year. Most of the time it fails to ""Login"" or automatically closed the app. And also it takes so much loading time (5 minutes +) trying to access the internal services. Sometimes also while transferring within and to other bank also fails. So, BOA please fix your app.",1,2024-11-29,BOA,google_play
I don't know why but your apps start out great then all of a sudden don't work🤷‍♀️,1,2024-11-28,BOA,google_play
This application is losing major factions on a daily basis. I can count how many times I have used this app; it is completely useless and disappointing if I am not going to use it in times of need then I don't see the point.,1,2024-11-28,BOA,google_play
exellent digital transaction of money,5,2024-11-27,BOA,google_play
The latest update has stopped android 9 phones not to open this App. Never work properly since i started using it.,1,2024-11-26,BOA,google_play
👏👏👏,5,2024-11-24,BOA,google_play
Money,5,2024-11-24,BOA,google_play
It needs more improvment,2,2024-11-24,BOA,google_play
ab,3,2024-11-20,BOA,google_play
Ademtahir,5,2024-11-20,BOA,google_play
✌️✌️,5,2024-11-20,BOA,google_play
Please this app on my android phone,3,2024-11-20,BOA,google_play
GOAT 🐐 🐐,5,2024-11-19,BOA,google_play
"Your app doesn't match your bank, the app is disaster, super slow. Please learn something from tele birr app.",1,2024-11-19,BOA,google_play
Fast and reliable,5,2024-11-18,BOA,google_play
"The worst app update ever. Why would you include the ""developer option off"" thing here? Why do you care? It is my phone my money, right? That is the reason why I switched to other banks. So either turn it off or everyone will discontinue their business one by one.",1,2024-11-17,BOA,google_play
Very good,5,2024-11-14,BOA,google_play
One of the poorest mobile banking system,1,2024-11-13,BOA,google_play
❤❤❤❤❤❤,5,2024-11-12,BOA,google_play
Oene,5,2024-11-12,BOA,google_play
i find it interesting specially in reciept downloading,1,2024-11-12,BOA,google_play
it good,5,2024-11-12,BOA,google_play
"This app crashes everytime, please fix it",1,2024-11-12,BOA,google_play
አንድ star ራሱ ይበዛበታል። i dont recomend to use this app also the bank,1,2024-11-12,BOA,google_play
I need a support the app is not working,5,2024-11-12,BOA,google_play
Bast bank of ethiopia,5,2024-11-12,BOA,google_play
very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት።በጣም ይመራያል ያሳፍራል።ለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው።,1,2024-11-12,BOA,google_play
"thank you for your social services like, vertual banking, non touch ATM, Cadrless and withdrwal with out passbook...",5,2024-11-12,BOA,google_play
The worst App i have never seen like this before,1,2024-11-12,BOA,google_play
Wweeeer,4,2024-11-12,BOA,google_play
Infinx,5,2024-11-12,BOA,google_play
Great service,5,2024-11-12,BOA,google_play
This app is not available on all android versions and some times it is not functional.,1,2024-11-08,BOA,google_play
senayt Mesfin,4,2024-11-08,BOA,google_play
Bad app vety bad.,1,2024-11-07,BOA,google_play
Abessnya Banke,5,2024-11-05,BOA,google_play
"The most useless app, I never expected such an irrelevant app from BOA. big shame!",1,2024-11-04,BOA,google_play
Professional on banking app,5,2024-11-01,BOA,google_play
Has some nice interface but always freezes or slow to load .App developers please fix this issue.,3,2024-10-27,BOA,google_play
አይሰራም አስተካክሉት,5,2024-10-26,BOA,google_play
Please try another because this app doesn't feet the need of this generation,1,2024-10-25,BOA,google_play
Fast transfer,5,2024-10-24,BOA,google_play
"What's up I can't log in, what's wrong",5,2024-10-22,BOA,google_play
Amrumehamed,1,2024-10-21,BOA,google_play
"Nice to meet you my proud bank in Ethiopia.. I'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? I'm working a lot of international money.But i can't get direct in Ethiopia because of don't knowing the legal ways of getting money in Ethiopia please can I get and direct deposit with BoA please 🙏🙏🙏?",5,2024-10-18,BOA,google_play
ደደገነሐ,5,2024-10-15,BOA,google_play
"Terrible Bank Experience It’s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. The app constantly crashes, services are limited, and every time I try to transfer money or load Telebirr, there’s a huge delay. I have to wait 5 days for failed transactions to be refunded! Even USSD is unreliable. They’ve put me in embarrassing situations countless times, and customer care never fixes anything. I’ve switched banks, and you should too!",1,2024-10-14,BOA,google_play
A painfully slow banking app service. Please don't make it your choice!,1,2024-10-13,BOA,google_play
Good App,4,2024-10-12,BOA,google_play
Best app to me,5,2024-10-11,BOA,google_play
BOA,5,2024-10-11,BOA,google_play
Abdulkadir,5,2024-10-11,BOA,google_play
Bad,1,2024-10-10,BOA,google_play
If it is possible I would gove0 star,1,2024-10-08,BOA,google_play
Nise mobile bankig,4,2024-10-05,BOA,google_play
Overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,4,2024-10-04,BOA,google_play
Ok,5,2024-10-04,BOA,google_play
Just make it work please🤣 this is embarrassing for a bank of your size,1,2024-10-04,BOA,google_play
Update to the simplest way it requires the developer option on and off why this is,5,2024-10-04,BOA,google_play
"Stop telling me what to do with my phone, BOA. Why does your newly updated app keep asking me to disable the developer options? I’m not slowing down my phone just to use your God damn app. 🤮🤮🤮🤮",1,2024-10-04,BOA,google_play
I'm living out of country how may I download and use mobile banking? It asks me the Ethiopia phone number and I can't receive text to confirm because I'm out side the country. So please lete know if I can use while I'm outside the country. Thanks,1,2024-10-04,BOA,google_play
Worest app,1,2024-10-03,BOA,google_play
The worest app ever,1,2024-10-03,BOA,google_play
አሪፍ ነው በርቱልን,5,2024-10-03,BOA,google_play
very smart App easy to use and friendly,5,2025-11-29,Dashen,google_play
Very exemplery App to other Bank Aps !,5,2025-11-29,Dashen,google_play
good,5,2025-11-29,Dashen,google_play
It Is An Amazing app,4,2025-11-28,Dashen,google_play
"its fast and easy to communicate to the app and its available all area keep it up.i will make Happy for this application thank you dashen bank for your effort,commitment and dedication. i appricated your work.",5,2025-11-26,Dashen,google_play
What do you care about my phone's settings? Who are you to tell me what to turn off and on? It is my phone after all. This *develoler option* thing will cost you a lot of users who are willing to leave the bank once and for all. Turn this thing off. 6 you fear this is a security issue fix your side not mine.,1,2025-11-25,Dashen,google_play
Exceptional Product.,5,2025-11-23,Dashen,google_play
very easy app,3,2025-11-23,Dashen,google_play
"The Dashen Super App is very impressive. It is fast, easy to use, and provides smooth access to all essential banking services. Money transfer, bill payment, balance check, and other features work efficiently without issues. The design is clean and user-friendly. Great step forward in digital banking — keep up the good work, Dashen Bank!..",5,2025-11-19,Dashen,google_play
በጣም ፈጣን ሥቹ አስተማማኝ ወድጃዋለው,5,2025-11-18,Dashen,google_play
bill payment options are limited in this app please add ethio telecom bill electric bill etc.. instead of adding nonsense in banking app,1,2025-11-18,Dashen,google_play
"it's a really slow app, I'm not sure what the issue is. Even other bank transfers are not working",2,2025-11-18,Dashen,google_play
always updating bad stability,1,2025-11-17,Dashen,google_play
"it say's disable developer option, i disabled it but its not working still",1,2025-11-17,Dashen,google_play
with the super app evry thing i need is just a tap away,5,2025-11-17,Dashen,google_play
nice,5,2025-11-16,Dashen,google_play
eyita tips,1,2025-11-15,Dashen,google_play
clear and presize,5,2025-11-15,Dashen,google_play
smooth and easy!!!,5,2025-11-14,Dashen,google_play
I have had an amazing experience with this app;ot os convenient and easy to use,5,2025-11-14,Dashen,google_play
"All in One Super App with smooth navigation, transaction and lifestyle services",5,2025-11-14,Dashen,google_play
Very nice App.,5,2025-11-14,Dashen,google_play
system failure transfer to others account,2,2025-11-13,Dashen,google_play
thank you,1,2025-11-13,Dashen,google_play
"Only the UI/UX is good, but it doesn't function properly. It's a shame that a leading tech bank has such an app. Amole is far better.",1,2025-11-13,Dashen,google_play
"excellent app. to use perfectlly to pay,transfer,tele airtime and so on.",5,2025-11-12,Dashen,google_play
wow dashen bank super app,5,2025-11-12,Dashen,google_play
"This so-called “Super App” is a complete disappointment. It’s confusing, slow, and full of glitches honestly, it feels like it was designed to test people’s patience, not to help them bank. Calling it “super” is a joke; it’s one of the most useless apps I’ve ever used.",1,2025-11-11,Dashen,google_play
Best Mobile Banking App in Ethiopia .,5,2025-11-11,Dashen,google_play
very nice app I have ever seen,5,2025-11-10,Dashen,google_play
NASTY BANK . EVEN THE SUPPER APP IS NOT WORKING WELL. WHEN I AM CALLING THEM THEY ARE NOT RESPONSE . PLEASE DON'T USE THIS APP BECAUSE YOU WILL LOSS YOU TIME ;ENERGY AND EVERYTHING . HOPELESS Bank .,1,2025-11-10,Dashen,google_play
it's good but is not fast,5,2025-11-09,Dashen,google_play
your financial system must improved,4,2025-11-09,Dashen,google_play
your service is too good,5,2025-11-09,Dashen,google_play
good experience,5,2025-11-09,Dashen,google_play
ok,5,2025-11-08,Dashen,google_play
"Amazing app, 👏",5,2025-11-07,Dashen,google_play
wooow,5,2025-11-07,Dashen,google_play
Nice app,5,2025-11-07,Dashen,google_play
best,5,2025-11-07,Dashen,google_play
"easy to use, friendly",5,2025-11-06,Dashen,google_play
"12yr more LC, UCP & ICC & loan",5,2025-11-06,Dashen,google_play
"not attractive and friendly app. Check Awash, CBE apps",1,2025-11-06,Dashen,google_play
amzing,5,2025-11-06,Dashen,google_play
"The Dashen Super App is very impressive. It is fast, easy to use, and provides smooth access to all essential banking services. Money transfer, bill payment, balance check, and other features work efficiently without issues. The design is clean and user-friendly. Great step forward in digital banking — keep up the good work, Dashen Bank!",5,2025-11-05,Dashen,google_play
